hash_email;hash_phone;client_id_loreal;ville;postal;age;genre;segment_loreal;freq_achat_premium_an;panier_premium_eur;marque_pref;categorie_pref;programme_fidelite;date_1er_achat
d303a22818f0992cda64;d9518b29d3324795f66c;LOR-500337;Toulouse;31000;43;H;Standard;1.0;65;Vichy;Maquillage;Oui;2024-08-11
cea1f2fb8d203da0778c;5149306691a732321630;LOR-500338;Lyon;69003;36;F;Premium;3.6;83;Maybelline;Maquillage;Oui;2022-10-19
29c1154ae018824cb0f6;f3a1ce85499de66b69be;LOR-500339;Grenoble;38000;40;F;Premium;3.3;87;Yves Saint Laurent;Soin visage;Oui;2023-06-12
225456e7409f0505c287;03a41aa5f08f22408653;LOR-500340;Strasbourg;67000;47;F;Prestige;4.5;166;Maybelline;Soin corps;Non;2025-11-05
0b1cc8bb1459e2adab22;44750f44a192baeb4c4f;LOR-500341;Strasbourg;67000;72;F;Premium;2.3;99;Giorgio Armani;Solaire;Oui;2024-12-18
2b08024721716462fc3f;60d8ea7c9e14f6173320;LOR-500342;Nantes;44000;27;F;Standard;2.0;66;Maybelline;Solaire;Oui;2023-04-08
7b02c732d4a86da4004f;660ccbe70e74b87e8c1f;LOR-500343;Rennes;35000;37;F;Standard;1.3;45;Garnier;Solaire;Oui;2025-05-02
e4a864c255c3c77a9704;6ac496e90019a9aa653f;LOR-500344;Marseille;13008;34;F;Découverte;0.8;54;La Roche-Posay;Solaire;Oui;2025-03-13
0533523bda2aad73bbea;2d8846f66950a3bb2ad8;LOR-500345;Boulogne;92100;33;F;Standard;1.3;58;Giorgio Armani;Solaire;Oui;2024-02-26
edaabb1af3725cda15bd;5b347b3699b96008cb6b;LOR-500346;Grenoble;38000;22;H;Standard;1.0;46;Vichy;Maquillage;Oui;2025-03-18
698265f4d9a8fbbd8805;53000080b76171989840;LOR-500347;Lyon;69003;37;H;Premium;2.6;100;L'Oréal Paris;Cheveux;Non;2023-10-01
8bdf99383bbeb1825b60;6c78a3ff797cb5adf620;LOR-500348;Nantes;44000;36;H;Standard;1.3;43;Lancôme;Parfum;Oui;2022-10-12
4c4c2099ff34f5032518;80fd6db03190f934de09;LOR-500349;Grenoble;38000;31;H;Premium;3.2;158;Yves Saint Laurent;Cheveux;Oui;2023-06-25
4900595321b1e8b2cd7e;d8cc461ffa97db809713;LOR-500350;Saint-Denis;93200;23;H;Premium;2.3;155;Lancôme;Solaire;Oui;2025-01-17
24e4cfba030966987935;d7d154f9ddbe10c361d1;LOR-500351;Saint-Denis;93200;62;F;Premium;2.1;87;Kiehl's;Soin corps;Oui;2023-12-17
717da777b7ef4e745d78;517dbfd3b19dade47dbe;LOR-500352;Rennes;35000;45;F;Standard;1.2;62;Vichy;Solaire;Oui;2023-11-04
c53d197f3b77584a4f58;85985c8f889e6a47c952;LOR-500353;Nantes;44000;27;F;Premium;2.5;113;L'Oréal Paris;Maquillage;Oui;2022-07-12
2ee4918f3dc41de2b8bf;91cf785c7831be5349cd;LOR-500354;Strasbourg;67000;40;H;Premium;2.3;140;La Roche-Posay;Soin corps;Oui;2022-07-28
3af4628659faf2a5e622;92b59a631de7b7e62bb3;LOR-500355;Rennes;35000;40;H;Standard;1.0;86;La Roche-Posay;Parfum;Oui;2025-01-03
25d2d2720b491cb7274a;3af9a4ca955176d0a045;LOR-500356;Strasbourg;67000;33;F;Standard;1.0;45;Giorgio Armani;Soin corps;Oui;2024-05-03
55d8c9346391a4058a43;479422f9b204dc8d5269;LOR-500357;Nice;06000;56;H;Standard;1.3;87;L'Oréal Paris;Soin corps;Non;2022-03-12
665e0aae7dc5da8ca0c0;478aba8fe2ed5dabfbaa;LOR-500358;Paris;75012;59;F;Découverte;0.9;56;L'Oréal Paris;Solaire;Oui;2023-04-17
db589ba8fe08049971a2;ae821330d1bfc45cf9bd;LOR-500359;Saint-Denis;93200;43;H;Premium;2.2;123;La Roche-Posay;Solaire;Oui;2025-12-09
143705537891153f68de;5cf7e83e42d57fd26028;LOR-500360;Rennes;35000;32;H;Premium;2.7;84;Garnier;Soin visage;Oui;2025-01-10
098093b610bda778e557;335a1ca7ed47d5c8ab33;LOR-500361;Toulouse;31000;40;F;Premium;3.0;146;Maybelline;Soin visage;Oui;2025-02-18
0b71a0ec3fe6afe6e833;3c726fe97a3a92480226;LOR-500362;Versailles;78000;31;F;Standard;1.2;43;Giorgio Armani;Soin corps;Non;2022-06-22
774b50284c0243f8fbc9;032707d7e1e54365344c;LOR-500363;Rennes;35000;64;F;Premium;3.3;84;Maybelline;Solaire;Oui;2022-01-25
e81f5b7d3bfa6e08ffab;c938bf26783df0f122d4;LOR-500364;Lille;59000;27;F;Premium;3.7;82;Vichy;Soin corps;Oui;2024-01-08
5b4b3e853f95a29cd8a3;6cbc9424db94acbc44df;LOR-500365;Montpellier;34000;51;H;Standard;1.5;65;Giorgio Armani;Soin visage;Oui;2025-12-26
cc6cf5c729108f8652c6;d0a8a8fbfd82b9a1746f;LOR-500366;Versailles;78000;35;H;Découverte;0.4;37;Yves Saint Laurent;Cheveux;Oui;2025-09-21
9f22110bf8c4766cf901;6586924e924f4c708cab;LOR-500367;Nice;06000;32;H;Premium;3.3;129;Vichy;Maquillage;Oui;2023-12-17
87d4792df623c58379cb;8d2145823c9059c5e015;LOR-500368;Saint-Denis;93200;35;H;Standard;1.4;89;L'Oréal Paris;Cheveux;Oui;2023-02-23
1fcc46b557f9c29b4d7d;a66f30dbcb1b1aff9c10;LOR-500369;Montpellier;34000;53;H;Premium;4.1;149;Maybelline;Soin visage;Oui;2025-04-06
1d88410c7ac250a17d06;2b46a5f9c0497ab0ca5f;LOR-500370;Nice;06000;63;F;Standard;1.0;47;Kiehl's;Cheveux;Non;2022-11-19
6c6213e2fe60c7e2369e;d5594b1f724639b7ae96;LOR-500371;Rennes;35000;27;F;Standard;1.5;84;Yves Saint Laurent;Soin corps;Non;2022-09-14
6f4905e8981800563df3;341034460dd281eda0df;LOR-500372;Strasbourg;67000;69;F;Standard;1.3;80;Giorgio Armani;Soin visage;Non;2023-06-10
619ee79a226f309bd1d2;4e5f9382e26794182434;LOR-500373;Paris;75012;58;H;Standard;0.9;61;Vichy;Cheveux;Oui;2022-10-11
b16967e5aeded622b8ab;c901f18e3b64e26f39db;LOR-500374;Boulogne;92100;39;F;Standard;1.1;49;Garnier;Solaire;Oui;2023-01-23
cbafd4ecadbf3036aede;297d8138ce28a1481c6c;LOR-500375;Strasbourg;67000;31;F;Premium;3.7;94;Lancôme;Soin corps;Non;2025-11-09
21a353c34319421a4a47;919ca84aeaeccf70bdad;LOR-500376;Boulogne;92100;42;F;Standard;1.6;59;Kiehl's;Solaire;Non;2022-06-01
79a18594a9073644b9c5;1eb09b5915dcd0db9777;LOR-500377;Paris;75012;49;F;Premium;2.1;132;Maybelline;Soin visage;Oui;2022-09-21
b28cc939adb69c86081b;01b326c2654194183042;LOR-500378;Marseille;13008;45;H;Premium;4.2;131;Vichy;Cheveux;Oui;2024-05-27
3503a635421b5df36000;5a084a621d7c058118d9;LOR-500379;Lille;59000;50;F;Premium;2.1;144;Kiehl's;Solaire;Non;2025-11-09
db6fdeb93061d3ec1bd3;29e8b76a86bf12f7f3bb;LOR-500380;Marseille;13008;39;H;Prestige;6.1;293;Maybelline;Soin corps;Oui;2023-01-18
ac5e62ce9cee054c5089;cdf32b17f90280066fb2;LOR-500381;Bordeaux;33000;29;H;Prestige;4.7;184;L'Oréal Paris;Maquillage;Oui;2025-11-21
77716da153f12edabd9f;c8bad292b75c9e06b9f0;LOR-500382;Grenoble;38000;30;H;Premium;4.5;90;L'Oréal Paris;Solaire;Non;2023-05-06
54cfa89e2b7d3dc25d64;e9cb453a8a73e668453d;LOR-500383;Toulouse;31000;49;H;Standard;0.8;64;Lancôme;Maquillage;Non;2024-10-15
d140c4839dd0e45f0a6e;d2370cbe3e9e9527d44c;LOR-500384;Toulouse;31000;49;F;Premium;3.8;80;Vichy;Parfum;Oui;2024-01-12
1cd1ecbbc00b0f4ee7c7;7c943efc3d8acba9c043;LOR-500385;Versailles;78000;36;F;Premium;3.1;136;L'Oréal Paris;Solaire;Oui;2023-07-27
b09290eb1b37017a5367;0c198d1728d83a1b7285;LOR-500386;Strasbourg;67000;68;F;Standard;1.5;66;La Roche-Posay;Parfum;Non;2025-07-05
dfac5ad8512bc9dfa0b5;65a229e4454126afb55e;LOR-500387;Strasbourg;67000;74;H;Découverte;0.6;59;Vichy;Parfum;Non;2022-03-12
acec3d42749f2992e0b4;68eee374c193e66a68f3;LOR-500388;Bordeaux;33000;53;F;Standard;1.9;82;Kiehl's;Cheveux;Non;2025-03-06
1dd120d8157dc76476c9;0a286171b18a95ff9eb5;LOR-500389;Marseille;13008;36;H;Découverte;0.6;46;Giorgio Armani;Parfum;Oui;2023-10-24
3f30c5bb38d5ae03e74e;b634a369c1726af2b7a6;LOR-500390;Rennes;35000;44;H;Standard;1.1;70;Maybelline;Soin corps;Non;2023-06-25
aae945d6a85a57e146bf;da4a032b18423fea728e;LOR-500391;Lyon;69003;25;F;Premium;2.6;157;La Roche-Posay;Maquillage;Non;2023-10-03
2cc669bfad368fc91502;1813e892ba23bb152214;LOR-500392;Boulogne;92100;66;F;Premium;2.0;86;Vichy;Maquillage;Non;2022-05-24
88ab7dc6dd0db3722864;44c54cf1e475e8c3d8d8;LOR-500393;Paris;75012;64;F;Standard;1.1;54;Giorgio Armani;Cheveux;Non;2025-06-05
059e011cf78926ff6208;9bd095a5beb133bc894b;LOR-500394;Bordeaux;33000;40;H;Découverte;0.7;44;Kiehl's;Solaire;Non;2023-05-01
b33abd4907d720ebd5ae;ccce430c9206957cd4f3;LOR-500395;Boulogne;92100;73;F;Premium;3.6;109;Maybelline;Soin corps;Oui;2022-10-09
9870c8dbdc7d2d0aebae;593a0180c510154f1520;LOR-500396;Nantes;44000;19;H;Premium;2.3;84;Garnier;Maquillage;Oui;2022-08-22
fe98763ab0fc2e8b3546;a0b22555ed0a6d53b3c0;LOR-500397;Rennes;35000;53;F;Premium;2.0;135;Kiehl's;Solaire;Non;2024-01-10
3cf5dd4e2028d217a0b9;105dcf4ec2f1a8db044b;LOR-500398;Rennes;35000;29;F;Premium;3.2;89;La Roche-Posay;Soin corps;Oui;2022-01-16
9652f8adff39553c8457;2715e6fe96562b3753b7;LOR-500399;Versailles;78000;42;F;Premium;2.4;108;Kiehl's;Soin visage;Oui;2024-10-24
89111a14fea31103a4d8;e660342f125dd746f47a;LOR-500400;Bordeaux;33000;20;F;Standard;1.0;37;Kiehl's;Parfum;Oui;2024-08-10
b74cc023f15f039d20b6;d49fccbd3f3e73d9b1fc;LOR-500401;Versailles;78000;35;H;Premium;2.7;133;Giorgio Armani;Parfum;Oui;2022-12-27
264b658c1f81074942f2;685d714c9acd812dc01e;LOR-500402;Lyon;69003;38;F;Premium;3.9;151;Maybelline;Solaire;Oui;2023-09-19
6d706427b979cb87b79c;08b9e14ee4dab31d3697;LOR-500403;Strasbourg;67000;61;H;Premium;3.0;151;Lancôme;Parfum;Oui;2022-12-24
00434b4499d103a74ba3;87b89ccb613811775920;LOR-500404;Toulouse;31000;44;F;Standard;1.1;77;Yves Saint Laurent;Soin corps;Oui;2025-08-01
2debf07fc9fa0f885249;4ec2c65369f5cd2cb4f8;LOR-500405;Strasbourg;67000;68;H;Prestige;4.1;219;L'Oréal Paris;Soin visage;Oui;2023-03-03
85a46e53660a64b10bb6;f6b3a08c42db63a8f1b8;LOR-500406;Boulogne;92100;58;F;Standard;1.3;67;Garnier;Cheveux;Oui;2024-11-23
35d073248bb4aab82a68;8272e109d1f57c7cd53e;LOR-500407;Lyon;69003;66;H;Standard;0.8;79;Vichy;Parfum;Non;2025-12-20
6930210d42d2bcd151f2;d538db4282495ef09619;LOR-500408;Bordeaux;33000;51;H;Premium;2.6;104;L'Oréal Paris;Soin visage;Non;2022-07-16
347489e5bc852709649c;00c657029af3415fbd3f;LOR-500409;Nice;06000;58;F;Prestige;7.6;292;Yves Saint Laurent;Cheveux;Non;2024-04-03
b7b1915e252a423611d2;55d7db1d795b2d53bc81;LOR-500410;Strasbourg;67000;48;H;Prestige;7.4;164;La Roche-Posay;Cheveux;Oui;2024-03-26
126418abb40810a8c9e0;a8ed7e4a969e233e8a06;LOR-500411;Marseille;13008;53;F;Premium;2.3;138;Lancôme;Parfum;Oui;2025-11-01
51c994442d13e691538a;06732c4c54aaf8e62fb2;LOR-500412;Boulogne;92100;51;H;Premium;2.9;148;Giorgio Armani;Soin visage;Oui;2022-05-13
b2f007e63fc01d341da2;9453c16f3e88f5f41147;LOR-500413;Nantes;44000;39;H;Standard;1.7;86;Kiehl's;Soin corps;Oui;2023-06-23
49e85e848b6f00279ee4;c0c52f7bea3887c2d76d;LOR-500414;Bordeaux;33000;57;F;Standard;1.1;82;Lancôme;Maquillage;Oui;2025-09-15
d3ee3aadafeb91b00162;9c9ee820b5b22f32a03d;LOR-500415;Nantes;44000;42;H;Prestige;8.5;153;Vichy;Maquillage;Oui;2022-06-02
27f45f1731018f797bbd;e6a1eebfebe00fd0039c;LOR-500416;Lyon;69003;23;H;Premium;3.6;159;Lancôme;Maquillage;Non;2022-10-04
1f7d2454e1ea88420fa4;72fe4bc58d5e6fb21949;LOR-500417;Lille;59000;55;H;Découverte;0.4;36;Kiehl's;Solaire;Oui;2025-06-19
3057beeab1ef0a095d6e;f9adcebb84d81f81346b;LOR-500418;Nice;06000;29;F;Premium;2.6;130;Garnier;Soin corps;Oui;2023-08-12
b1d66bc86cfd1d2afc26;811d11e13bdd202ec243;LOR-500419;Paris;75012;39;H;Découverte;0.5;28;La Roche-Posay;Parfum;Non;2024-12-10
65dd9f4bb623f20e3629;0a6a07fd581ba795961a;LOR-500420;Lille;59000;44;H;Découverte;0.7;44;La Roche-Posay;Cheveux;Oui;2024-05-25
391ea5e8b646bcdcefc6;d218210f3239007e0533;LOR-500421;Nice;06000;36;F;Premium;2.4;99;Maybelline;Soin visage;Oui;2025-07-01
5e5017095ddad674c4eb;5b5bc69c77e4fa264a96;LOR-500422;Paris;75012;26;H;Premium;2.3;134;L'Oréal Paris;Soin corps;Non;2023-07-13
00b1a4f127d3c58c354e;bfb4f863094edad300ba;LOR-500423;Montpellier;34000;48;F;Prestige;5.0;146;Lancôme;Soin visage;Oui;2023-11-24
8fe090c6028eb63f28cd;912423f884afc3d136d1;LOR-500424;Paris;75012;59;F;Standard;0.9;63;La Roche-Posay;Maquillage;Oui;2024-05-03
5d5af108c6246ad9f3ae;ec753f8be5f2704cfbd8;LOR-500425;Toulouse;31000;35;F;Premium;2.8;113;Yves Saint Laurent;Solaire;Oui;2025-10-02
5b6c4e6e5f6ad2c418da;40c1ba1cafcda3ab136d;LOR-500426;Nantes;44000;52;H;Premium;3.4;153;L'Oréal Paris;Solaire;Oui;2023-07-11
a5b738a3be08d5bdf883;bc06b121e970cf24a9b0;LOR-500427;Rennes;35000;29;F;Premium;2.6;113;Vichy;Cheveux;Oui;2024-11-15
a96b5001a7165fc0732b;197fc8bdf6e6ce1fbc95;LOR-500428;Toulouse;31000;34;F;Prestige;4.9;261;Lancôme;Solaire;Oui;2023-03-01
0286d8c35e3d3648c691;2eb312714666c0ceb893;LOR-500429;Toulouse;31000;59;H;Standard;1.0;48;Vichy;Parfum;Oui;2022-03-28
9a408e45ef2125c6de1b;9133839011f64e4171de;LOR-500430;Montpellier;34000;50;F;Premium;2.6;128;Kiehl's;Parfum;Oui;2025-08-08
2b49cdde04344b0aff4a;1bde645bd8d66cf03dda;LOR-500431;Montpellier;34000;24;F;Standard;1.4;43;Kiehl's;Soin visage;Non;2022-05-23
0d336eec0c3421c0166c;ebef694a717a81fa7d1e;LOR-500432;Toulouse;31000;45;H;Découverte;0.9;28;L'Oréal Paris;Soin corps;Non;2022-10-19
524364992a9d3eb2cc19;8d0616b92d320bc485e8;LOR-500433;Grenoble;38000;74;F;Premium;2.0;90;La Roche-Posay;Maquillage;Oui;2022-08-11
ce4eea46c2af5bf0f46a;04f0b5d8c4a94dcf3524;LOR-500434;Versailles;78000;59;F;Premium;3.6;83;L'Oréal Paris;Maquillage;Oui;2023-03-25
480cccd4e7474e72706c;d306dce33d5b64627f4d;LOR-500435;Toulouse;31000;71;F;Standard;1.0;64;Yves Saint Laurent;Soin corps;Non;2022-07-13
6cad25c14173aa7bcd46;205a937e77b904e513a0;LOR-500436;Nantes;44000;52;H;Découverte;0.3;35;Lancôme;Parfum;Non;2024-03-20
fdb5704948f4442af207;5c7f9a89d51981efc27e;LOR-500437;Marseille;13008;57;F;Premium;3.6;118;Maybelline;Parfum;Oui;2025-08-26
34932f7421a4a647e9d3;c14b6fb9a44a9fb505e0;LOR-500438;Paris;75012;71;F;Standard;1.3;88;Lancôme;Maquillage;Non;2025-04-26
67f01ea93f6188877769;e3679fc0f7b1073f476c;LOR-500439;Bordeaux;33000;67;F;Premium;3.6;132;Maybelline;Parfum;Oui;2025-11-19
52eddda08472a9067fe2;fd7745742b7162416853;LOR-500440;Grenoble;38000;44;H;Premium;2.5;153;L'Oréal Paris;Cheveux;Oui;2024-10-23
932e3a86b7c3500121bc;300e2b6060a9a9809155;LOR-500441;Marseille;13008;45;F;Premium;3.9;116;Vichy;Soin corps;Oui;2023-03-05
308b80dbc3532989df68;7ace19ad0b28ffdb40d8;LOR-500442;Versailles;78000;41;F;Standard;1.3;72;Yves Saint Laurent;Solaire;Oui;2024-10-10
094156dede4d81f92384;15c72dd6792b6eee4624;LOR-500443;Marseille;13008;29;F;Premium;2.6;135;Giorgio Armani;Cheveux;Non;2024-08-10
8c872bc9ad242bd8bbe3;d5633253bd1649a6c518;LOR-500444;Versailles;78000;33;F;Premium;3.6;142;Garnier;Cheveux;Oui;2023-04-15
374b65acf189b47a00b6;731f8d81ca353d269d24;LOR-500445;Paris;75012;48;F;Premium;3.2;88;Vichy;Solaire;Oui;2023-12-24
1ebf2f30a2ad26b26578;55fa157a6a0cfb4c76eb;LOR-500446;Nantes;44000;72;F;Premium;3.0;148;Lancôme;Solaire;Oui;2025-11-15
84e69c465ba9ecbe72db;264b67d070a105537fa2;LOR-500447;Saint-Denis;93200;33;F;Standard;1.0;89;Maybelline;Maquillage;Oui;2025-02-02
c7aea01bfcd387cd0697;f9554afbf0f602d07b8f;LOR-500448;Lille;59000;43;H;Standard;1.3;41;La Roche-Posay;Parfum;Non;2025-11-17
b74763eed2a4eefa089e;0dc09e8cd64a7a286999;LOR-500449;Boulogne;92100;18;F;Premium;3.2;121;Maybelline;Parfum;Oui;2023-05-16
e76328f93f17db5b60ff;f96d802cf2bf23f6891a;LOR-500450;Bordeaux;33000;35;H;Premium;2.1;147;Lancôme;Parfum;Oui;2025-07-12
f414d7db7a98bf7e7758;2b9e1fcd3479f329a643;LOR-500451;Rennes;35000;50;F;Premium;2.4;145;L'Oréal Paris;Soin visage;Oui;2023-04-17
775c350513cd52e467b1;6df0665258574e5d41e9;LOR-500452;Grenoble;38000;74;H;Premium;3.1;140;Yves Saint Laurent;Soin corps;Oui;2023-07-07
5faeacea21500ea334cc;ad52ba2382c3cd4126e7;LOR-500453;Paris;75012;29;F;Prestige;7.1;271;La Roche-Posay;Solaire;Oui;2023-01-20
ddb61a0d342a77608a15;6de311376814c11d4a37;LOR-500454;Saint-Denis;93200;21;F;Standard;1.1;75;Maybelline;Cheveux;Oui;2025-03-27
a861ce6a5ba6b6b49cdb;29d920a1dd6c5d37a717;LOR-500455;Bordeaux;33000;50;H;Premium;3.4;114;La Roche-Posay;Soin visage;Oui;2023-06-25
e03140479d5ab122ecf8;c0c2ec850763ab5bb987;LOR-500456;Montpellier;34000;41;F;Standard;2.0;55;Giorgio Armani;Cheveux;Oui;2022-06-19
9161e7e2b60df73445a6;267f89aaf5773a116da7;LOR-500457;Marseille;13008;41;H;Standard;1.6;51;Lancôme;Maquillage;Oui;2024-09-20
8307bf8d2e3b915d05f5;bf53e3ea70bb5febb8e9;LOR-500458;Marseille;13008;50;H;Découverte;0.9;39;Lancôme;Maquillage;Oui;2025-11-15
f003734da6c752aafcba;47de452f1b0eff87da16;LOR-500459;Boulogne;92100;57;F;Premium;3.2;119;Vichy;Solaire;Oui;2023-04-01
05dae1246605a3d1e618;13ce1e8a63cd4483ca11;LOR-500460;Versailles;78000;63;F;Premium;2.3;130;L'Oréal Paris;Soin visage;Non;2025-03-08
086362380879d7c19328;de4f77a5913d145310f2;LOR-500461;Versailles;78000;39;F;Standard;1.3;59;L'Oréal Paris;Maquillage;Oui;2025-08-10
199e16e38af2d2d11ae9;eacf2a5f4b86168d4df7;LOR-500462;Toulouse;31000;31;F;Découverte;0.8;57;Yves Saint Laurent;Parfum;Oui;2022-08-18
00abd798442a6a23b412;0c80df084d34d018fb87;LOR-500463;Nice;06000;41;H;Premium;2.4;152;Garnier;Cheveux;Oui;2025-03-08
b108c242673bf1dd3f87;ea16d4832c7da1a9b31f;LOR-500464;Boulogne;92100;38;F;Premium;2.6;154;Kiehl's;Maquillage;Oui;2022-01-23
c68aa0312c3e001baa7e;f1a117dc5488e808d77e;LOR-500465;Paris;75012;33;H;Standard;1.8;75;Garnier;Parfum;Oui;2025-10-11
57b6a5164eaa189a5810;f3740cb7d5b2ae8505bc;LOR-500466;Saint-Denis;93200;55;F;Standard;1.3;68;Garnier;Cheveux;Non;2022-08-24
531534ce6a128375139a;ecc0f71a802b4e2c60a2;LOR-500467;Lille;59000;32;H;Premium;2.9;151;Garnier;Cheveux;Non;2025-03-13
e07c2f6832e8d8a06d09;3e5abef17afdcb451839;LOR-500468;Paris;75012;51;H;Standard;1.4;90;Maybelline;Soin corps;Oui;2023-04-19
bb964dddcfed1de59362;4a25068c8f0c71eb4a93;LOR-500469;Grenoble;38000;49;H;Premium;2.3;160;Yves Saint Laurent;Cheveux;Non;2022-03-19
a8db7fc12c71cb1ae3d1;c5f3678bc48b0e2832da;LOR-500470;Saint-Denis;93200;26;F;Standard;1.8;84;Lancôme;Solaire;Oui;2022-07-13
2efe0f1574333fa06b2b;f3f6ebc4bc41745fe015;LOR-500471;Versailles;78000;22;F;Standard;1.8;49;Kiehl's;Cheveux;Non;2023-07-18
a44d930fd8a0860dc8d1;2d35077387fe5662b4c8;LOR-500472;Boulogne;92100;41;F;Standard;1.6;73;Lancôme;Maquillage;Non;2024-01-14
df80078b80db01ffd9e5;2784df6a4e243765cf4b;LOR-500473;Grenoble;38000;42;F;Premium;3.5;104;Maybelline;Soin visage;Oui;2025-04-24
bdd06d8fc856020438c6;40f04ec87ba22bb8bff9;LOR-500474;Paris;75012;58;H;Prestige;4.9;222;La Roche-Posay;Soin corps;Non;2022-06-05
7c5309fe74776517ed76;b5bf3b3bff95e1bd0179;LOR-500475;Bordeaux;33000;43;F;Standard;1.6;80;Lancôme;Parfum;Oui;2023-02-03
a9fda17dd5b9f1a5f086;8bb14d24a7cab3e21d3d;LOR-500476;Saint-Denis;93200;36;H;Premium;3.2;99;Lancôme;Maquillage;Oui;2025-02-11
2c2ba494565b6be3c4a7;f56ba5dabd2a0b212104;LOR-500477;Boulogne;92100;39;H;Standard;1.4;75;Maybelline;Cheveux;Oui;2022-03-08
ef55120fd1ef4f33ca6e;f1ef10ecb5b006cebaf5;LOR-500478;Nice;06000;41;H;Standard;1.1;61;L'Oréal Paris;Soin visage;Oui;2025-12-28
a5f155d4d67c417ea84d;3f317b91b938b7d6ec7d;LOR-500479;Versailles;78000;39;H;Premium;2.1;120;Maybelline;Cheveux;Non;2023-02-12
ffc42fff32765d82d728;a14e86a3678af0fa78ac;LOR-500480;Strasbourg;67000;27;F;Standard;1.9;49;Vichy;Cheveux;Non;2023-12-02
45393e675b9ed8ac296d;7f046ee43a612a0b8c67;LOR-500481;Toulouse;31000;18;F;Premium;2.8;100;Kiehl's;Parfum;Oui;2025-12-12
a1682985d5a9914bd716;d469916dd436dd3583ca;LOR-500482;Bordeaux;33000;55;H;Prestige;5.7;239;L'Oréal Paris;Soin corps;Oui;2024-07-06
3c2116c111b4713f2265;46e6de4014a61a02a765;LOR-500483;Grenoble;38000;55;F;Standard;1.2;66;Yves Saint Laurent;Soin corps;Oui;2025-01-11
2f1cdc9078bf3522c049;6b477dd6a5552c65a91f;LOR-500484;Boulogne;92100;46;H;Prestige;4.8;284;Yves Saint Laurent;Maquillage;Oui;2024-11-16
1f5bed5dad6939f5322f;eaeb01d16c414d99c0eb;LOR-500485;Grenoble;38000;35;F;Premium;3.8;137;Kiehl's;Cheveux;Non;2023-09-13
45e0d19ae87fa4480c67;df21fc184233f6f2d82f;LOR-500486;Lille;59000;71;H;Premium;2.6;134;Lancôme;Cheveux;Non;2025-12-27
c9f9ac63d638e25da589;7074f63c1d7e5f918752;LOR-500487;Nantes;44000;69;F;Premium;2.5;128;Yves Saint Laurent;Soin visage;Oui;2024-12-13
995edc333bbddf448a28;cd1ae6623aeb25f56cc2;LOR-500488;Bordeaux;33000;34;H;Découverte;0.4;34;Garnier;Soin visage;Oui;2023-12-15
d54eb560e665d19a4151;405bc49da6833d9c6252;LOR-500489;Nice;06000;38;F;Découverte;0.7;48;Yves Saint Laurent;Parfum;Oui;2024-05-27
2363d45845b28ed10e5b;25690da99d436e8c4c17;LOR-500490;Saint-Denis;93200;61;F;Premium;2.1;88;Vichy;Parfum;Oui;2024-03-28
4a21a9ad5e3149c0d413;cbb7d6cae917865d73b3;LOR-500491;Nice;06000;65;H;Standard;1.3;48;La Roche-Posay;Solaire;Non;2025-10-21
6db55327cd3cc0ffc9f9;4a7dcb16b2c9b098da21;LOR-500492;Bordeaux;33000;59;H;Premium;2.4;113;Lancôme;Soin visage;Oui;2024-01-06
07bb230531646fc6e221;31566a66fda8392d0421;LOR-500493;Boulogne;92100;36;F;Standard;1.7;78;Garnier;Soin corps;Oui;2023-03-18
b236e2e37a359427782a;b4cd01431e40a888e5de;LOR-500494;Bordeaux;33000;28;F;Découverte;0.5;43;Vichy;Solaire;Non;2022-06-22
5d8e4af1baa53c4e5150;af7507acfe5d7c65c56d;LOR-500495;Rennes;35000;74;F;Premium;2.5;138;La Roche-Posay;Maquillage;Oui;2023-12-01
eff12acc57e6a05e9a61;0021401636cd79377ce7;LOR-500496;Paris;75012;42;F;Premium;2.7;92;Garnier;Parfum;Non;2022-01-04
b4f51f0df2bf3bda7dab;6af498df232193d828e5;LOR-500497;Bordeaux;33000;26;F;Standard;0.9;40;Giorgio Armani;Soin corps;Oui;2025-03-21
f5a6a2063b4b81ef0e5c;d3e1c5bad98edc337d27;LOR-500498;Montpellier;34000;49;F;Prestige;8.0;164;Garnier;Parfum;Oui;2024-03-11
ca0d6ee88d0326e89a80;a11c23fb4fabf7d1037f;LOR-500499;Montpellier;34000;52;F;Standard;1.5;87;Giorgio Armani;Maquillage;Non;2022-06-09
7352fd8e6507433c3048;106af8a8a99162acd215;LOR-500500;Saint-Denis;93200;43;H;Premium;2.0;103;La Roche-Posay;Solaire;Non;2024-12-01
ef3d9fd88b5c6d4f6bf4;69f54827cfbb077aba0e;LOR-500501;Nantes;44000;37;H;Standard;1.1;36;Maybelline;Soin visage;Oui;2024-02-09
c726e03e72bdcdb43b10;16870276ca053d4c343a;LOR-500502;Marseille;13008;57;F;Premium;2.4;111;Kiehl's;Maquillage;Oui;2024-01-02
8486f76df36b31900858;c01fbcef557a54231d16;LOR-500503;Montpellier;34000;33;H;Découverte;0.8;28;Lancôme;Soin visage;Non;2022-02-04
1d47023dda6a70d2a967;b570b0d0b46a746e4354;LOR-500504;Strasbourg;67000;47;H;Standard;1.1;58;Vichy;Soin visage;Oui;2023-04-24
56a8c8a11c149404bd1f;d51272984b544ce038ab;LOR-500505;Nantes;44000;52;H;Standard;1.6;46;L'Oréal Paris;Parfum;Non;2025-07-26
