hash_email;hash_phone;client_id_carrefour;ville;postal;region;age;genre;segment_carrefour;panier_moy_eur;visites_par_mois;derniere_visite;anciennete_mois;rayon_pref
73b3a86eedbc4841adc7;655f84f14493ef7c3077;CAR-100329;Strasbourg;67000;Grand Est;67;F;Occasionnel;42;1.0;2025-12-11;38;Bébé-Enfant
6f7fedb8166b26fca04b;2d4b1a0a489b8929a4dc;CAR-100330;Rennes;35000;Bretagne;37;H;VIP;289;6.3;2026-03-01;16;Mode
e0c5e460e42a4dad1dee;ae7b964bea1ca5fd9b5f;CAR-100331;Bordeaux;33000;Nouvelle-Aquitaine;45;F;Occasionnel;48;1.8;2026-03-21;139;Mode
dfdea99d056c9b86b7a5;bd8a514cd5e90109ae9e;CAR-100332;Rennes;35000;Bretagne;24;H;Fidèle;153;2.1;2025-12-01;70;Jardin
355d8be31899e2f36158;e0660bd4ec1829202340;CAR-100333;Grenoble;38000;Auvergne-Rhône-Alpes;55;F;VIP;266;5.3;2026-02-16;172;Alimentaire
940d0f5229324f3b3478;66ca97f1db2b8cd75a45;CAR-100334;Nantes;44000;Pays de la Loire;46;H;Fidèle;178;3.5;2026-01-13;159;Alimentaire
e072f2f6462c62e38224;51b150a276578a37723d;CAR-100335;Nantes;44000;Pays de la Loire;23;F;Nouveau;66;1.0;2026-01-28;80;Bébé-Enfant
591edc5e1ac3f44a6a9e;2414fe8616e6ea199f7c;CAR-100336;Montpellier;34000;Occitanie;22;F;Occasionnel;33;1.3;2026-01-02;7;Mode
46861c7c594ae2c54bfc;2fc0910e450f6b7f3c30;CAR-100337;Lyon;69003;Auvergne-Rhône-Alpes;66;H;Fidèle;173;3.4;2025-12-06;160;Maison
4510cc70bb8a98cd9e00;24dc21a359a570e92c86;CAR-100338;Boulogne;92100;Île-de-France;28;F;Fidèle;130;3.2;2025-12-17;140;Mode
0dea924878a69b52b5ad;56c0d14b8512246a614c;CAR-100339;Lille;59000;Hauts-de-France;50;H;VIP;183;4.3;2026-01-12;170;Hygiène-Beauté
deaeaf3727e515b35f23;b0eba99f051c5ff554cc;CAR-100340;Toulouse;31000;Occitanie;51;H;Nouveau;50;1.4;2026-01-26;94;Bébé-Enfant
fd431bbc0f27d467911f;1ee8006da0a821300be1;CAR-100341;Grenoble;38000;Auvergne-Rhône-Alpes;62;H;Fidèle;121;3.3;2026-01-20;131;Alimentaire
a0dc406fb186501f3aea;87aef5df2f64c7e100c2;CAR-100342;Toulouse;31000;Occitanie;41;F;VIP;285;5.1;2026-02-19;144;Hygiène-Beauté
ee3152f0e03e683580f5;6bb942819227a9608605;CAR-100343;Saint-Denis;93200;Île-de-France;36;F;Fidèle;79;3.5;2026-03-26;72;Maison
779af1c8b8122a0e1031;e285130559a123e6442f;CAR-100344;Nantes;44000;Pays de la Loire;22;H;Occasionnel;35;1.2;2026-02-02;14;Hygiène-Beauté
024c4d58bb75975ec8ad;388e8c0a7c3285e30a9e;CAR-100345;Paris;75012;Île-de-France;43;H;Fidèle;159;2.6;2025-12-04;158;Bébé-Enfant
b74cc023f15f039d20b6;d49fccbd3f3e73d9b1fc;CAR-100346;Saint-Denis;93200;Île-de-France;35;H;Nouveau;57;1.0;2026-02-04;17;Bébé-Enfant
6ee63c5fe13dd5c6c111;346c0739384dc7d45951;CAR-100347;Nice;06000;PACA;38;H;VIP;279;7.4;2025-12-22;135;Maison
79de635dab3848225895;e83014acfb8e0faca68a;CAR-100348;Lyon;69003;Auvergne-Rhône-Alpes;22;F;Fidèle;134;2.0;2026-02-27;141;Maison
c7a0dfc291b12beaacb4;10b532a5e5473e4f4947;CAR-100349;Nice;06000;PACA;49;H;Fidèle;79;3.3;2026-03-29;34;Maison
852bc081c1005368da23;f07191ced6382e1b91ce;CAR-100350;Rennes;35000;Bretagne;20;F;Occasionnel;41;1.2;2026-01-08;145;Hygiène-Beauté
861415e24ce9df14d9d3;d6ed24adb72b8eb623f1;CAR-100351;Versailles;78000;Île-de-France;48;F;Fidèle;85;3.9;2026-02-23;69;Bébé-Enfant
9b82676d4f2344b7c359;e93c48720d21e932d010;CAR-100352;Marseille;13008;PACA;37;F;Fidèle;155;3.3;2026-01-02;132;Bébé-Enfant
f874b1d6f5b236cc09d5;6c86ee8618fbe3ee5582;CAR-100353;Paris;75012;Île-de-France;39;F;Fidèle;80;3.9;2026-01-03;93;Mode
f776a00197e57709ccf8;6183b0a2c2612fe6f648;CAR-100354;Lille;59000;Hauts-de-France;38;F;Occasionnel;52;1.3;2026-01-16;98;Bébé-Enfant
8868bcdca19b839d0e98;efd74c17ad607328a9cb;CAR-100355;Lille;59000;Hauts-de-France;35;H;Occasionnel;71;1.0;2026-02-06;169;Maison
96fa24ad4c0d83a6e1da;25b5e57dc831284d8df9;CAR-100356;Lyon;69003;Auvergne-Rhône-Alpes;48;H;Fidèle;154;2.6;2026-01-12;57;Bébé-Enfant
fa79ebc83ba274c82c44;a1ad9c5bf1efcfa5cd0e;CAR-100357;Grenoble;38000;Auvergne-Rhône-Alpes;47;F;Fidèle;175;2.4;2026-03-11;100;Bébé-Enfant
c76765efb69a05769eaa;d35304de70e90f3ede1c;CAR-100358;Grenoble;38000;Auvergne-Rhône-Alpes;48;F;Nouveau;56;0.7;2026-03-15;138;Bébé-Enfant
d5ac803a53e60f0a8b6f;db4fad3b59ffd8ce2722;CAR-100359;Toulouse;31000;Occitanie;25;H;VIP;300;5.8;2026-02-16;65;Bébé-Enfant
0f5b9ef193f987126fcd;034875b6fe588b26277f;CAR-100360;Boulogne;92100;Île-de-France;49;F;Occasionnel;59;0.9;2026-02-06;95;Alimentaire
fe672b23c6992fd9038a;da33966d70a34daef75e;CAR-100361;Saint-Denis;93200;Île-de-France;31;F;Fidèle;84;2.5;2025-12-15;35;Mode
cc6cf5c729108f8652c6;d0a8a8fbfd82b9a1746f;CAR-100362;Lyon;69003;Auvergne-Rhône-Alpes;35;H;Fidèle;161;2.5;2026-02-06;110;Mode
a2d80e330f97c50e2f62;7484a1f0c15e9cb5fb93;CAR-100363;Nantes;44000;Pays de la Loire;36;F;Nouveau;69;0.4;2026-02-25;144;Jardin
a8db7fc12c71cb1ae3d1;c5f3678bc48b0e2832da;CAR-100364;Strasbourg;67000;Grand Est;26;F;Nouveau;47;0.9;2025-12-03;102;Électronique
87dd3e3bdbf9539a41c3;5d794ba381b486a9848f;CAR-100365;Nice;06000;PACA;53;F;Fidèle;164;2.2;2026-01-12;160;Alimentaire
679dad2a10839fbb87b5;8bdbf59cd856bb3ce544;CAR-100366;Nantes;44000;Pays de la Loire;63;F;Nouveau;42;1.2;2026-02-21;125;Jardin
fbe185ff41c1f79c1fb8;d1466b4c407b2203afae;CAR-100367;Nice;06000;PACA;41;F;Fidèle;167;3.9;2026-01-14;97;Jardin
dc74a3bed73edd8cc687;f2e7b1ebcb1dfed1bf25;CAR-100368;Bordeaux;33000;Nouvelle-Aquitaine;31;H;Occasionnel;58;1.9;2026-01-26;90;Alimentaire
f003734da6c752aafcba;47de452f1b0eff87da16;CAR-100369;Paris;75012;Île-de-France;57;F;Occasionnel;62;1.6;2025-12-16;56;Électronique
ee0ce62ac15e74292ee8;bd282a3c11fea999eba1;CAR-100370;Toulouse;31000;Occitanie;47;H;Occasionnel;50;0.9;2025-12-07;46;Maison
d60d28160d74a7c85fee;27139ad8a75bea2cabfa;CAR-100371;Saint-Denis;93200;Île-de-France;53;H;Nouveau;26;0.5;2026-01-24;46;Alimentaire
f8d291fe5b1d2a96f58a;b717c50f88b8b69186e0;CAR-100372;Nice;06000;PACA;47;F;Occasionnel;64;0.5;2026-02-04;116;Mode
a20ed6a1fa628d184f9f;0d58ac2d9d53559480bd;CAR-100373;Bordeaux;33000;Nouvelle-Aquitaine;38;H;Fidèle;112;3.7;2026-03-19;38;Maison
af53b3e0f6e7d4cf9f6e;7d52e26e2bc93ba0f476;CAR-100374;Bordeaux;33000;Nouvelle-Aquitaine;28;F;Occasionnel;35;1.0;2026-01-31;164;Jardin
bb8280327f2a846049e3;07e36d93057e9bb9ebc9;CAR-100375;Strasbourg;67000;Grand Est;31;F;Occasionnel;74;0.7;2026-02-18;51;Bébé-Enfant
61b34182f51c393db70b;97aeda6b70f91a99a58e;CAR-100376;Montpellier;34000;Occitanie;75;F;Occasionnel;70;1.1;2026-03-05;70;Électronique
7f62b8cb47b159b2f45b;890570e0f0c5117b0102;CAR-100377;Grenoble;38000;Auvergne-Rhône-Alpes;30;H;Fidèle;168;3.3;2025-12-25;57;Alimentaire
acacca45b8c636ff16d3;b8b170e29c1c013f1251;CAR-100378;Montpellier;34000;Occitanie;24;F;Fidèle;146;2.1;2026-01-15;63;Jardin
afc05fe3ec7c763f1b14;b133e97ddab40fcc8258;CAR-100379;Montpellier;34000;Occitanie;42;H;Fidèle;159;3.8;2026-02-08;156;Maison
ca37c6be75c524150553;429abcf48e9873525ff2;CAR-100380;Rennes;35000;Bretagne;34;F;Occasionnel;44;1.6;2026-02-17;66;Jardin
704c654fa7e15aeed6ab;ae0035a6d785ca329d0a;CAR-100381;Rennes;35000;Bretagne;53;F;Fidèle;134;3.4;2025-12-13;128;Mode
2f687dffdbf7b448aa55;f2442213d7f475cc4b20;CAR-100382;Versailles;78000;Île-de-France;42;F;Fidèle;78;3.8;2026-02-17;69;Jardin
54344c481f950be6412e;0006e91725d07a2cdff4;CAR-100383;Lille;59000;Hauts-de-France;31;F;Fidèle;178;3.8;2026-01-08;14;Maison
59cef23713d2bd5f404b;fe4e8924e19d2e5039ed;CAR-100384;Lille;59000;Hauts-de-France;62;F;Fidèle;148;3.3;2026-03-14;157;Mode
e9d878a4f3723ec65c33;518c8df8790182b2ea2a;CAR-100385;Lyon;69003;Auvergne-Rhône-Alpes;52;F;VIP;185;7.1;2026-01-06;15;Mode
24a6ee24c406af0ef7ac;ff80c878c5456ba8f88f;CAR-100386;Lille;59000;Hauts-de-France;64;H;Fidèle;100;3.4;2026-02-16;108;Hygiène-Beauté
8a36449471afb04c97a1;3f8ee5a41c342391f782;CAR-100387;Paris;75012;Île-de-France;51;H;Occasionnel;32;1.3;2026-03-10;75;Maison
dfd03b75d4dfbb575402;2df75d141dbf6db582d6;CAR-100388;Grenoble;38000;Auvergne-Rhône-Alpes;62;H;VIP;243;4.5;2025-12-08;72;Bébé-Enfant
e123eec862523536096a;d268dbd31a6bc86547ef;CAR-100389;Nice;06000;PACA;34;H;VIP;198;7.0;2025-12-03;41;Alimentaire
8f712bded18d498e8156;379ae39148bd708792c2;CAR-100390;Rennes;35000;Bretagne;48;F;Occasionnel;68;1.6;2026-03-05;28;Maison
e0d7b1b53593f2640890;0508362d5aea1ffc3697;CAR-100391;Bordeaux;33000;Nouvelle-Aquitaine;22;F;Nouveau;38;0.6;2025-12-04;139;Mode
567cf735c18c120303e9;018a01f5fd0a71d8cc6c;CAR-100392;Nice;06000;PACA;35;F;Fidèle;138;3.5;2026-03-27;104;Bébé-Enfant
8a21f3ffb183e4a2d2ab;9dc2e70f0537373f0bf1;CAR-100393;Lyon;69003;Auvergne-Rhône-Alpes;19;F;Fidèle;136;2.7;2026-01-18;46;Hygiène-Beauté
480cccd4e7474e72706c;d306dce33d5b64627f4d;CAR-100394;Nice;06000;PACA;71;F;Occasionnel;45;1.2;2025-12-23;62;Alimentaire
9de2418d58cb801e464c;636abb5889a2f1098013;CAR-100395;Nantes;44000;Pays de la Loire;34;H;Occasionnel;49;1.0;2025-12-09;4;Maison
88088972f19dd1259a19;145b8e10ecb3bfcf3afe;CAR-100396;Rennes;35000;Bretagne;64;H;Occasionnel;61;0.9;2026-01-24;145;Bébé-Enfant
5051e73ee922c99d5a97;1b1febb4636860315c63;CAR-100397;Lyon;69003;Auvergne-Rhône-Alpes;68;F;Occasionnel;57;0.5;2026-03-09;53;Électronique
29b4085fbe787c791850;b620969e2cf3c71e70f3;CAR-100398;Strasbourg;67000;Grand Est;75;F;Occasionnel;57;1.2;2026-02-05;105;Alimentaire
f797538a57c3b776af6b;1b16be8b573f3c5e2e5d;CAR-100399;Marseille;13008;PACA;24;F;Fidèle;112;2.6;2026-03-12;77;Mode
5577f9c67a986f03f707;6fcdcf133eb2c3019116;CAR-100400;Grenoble;38000;Auvergne-Rhône-Alpes;65;H;Occasionnel;53;0.8;2025-12-28;37;Hygiène-Beauté
2ebbacf9211afec73a0a;dab46fb0714f3fa828db;CAR-100401;Grenoble;38000;Auvergne-Rhône-Alpes;30;H;Occasionnel;50;2.0;2026-03-06;54;Jardin
39bd8bb6ff77dbf64555;04466c94a56ad68249ce;CAR-100402;Boulogne;92100;Île-de-France;46;H;VIP;297;6.5;2026-03-02;91;Jardin
5a64dc695adbf8ca1087;cf21ca9ebe7e53bca2a7;CAR-100403;Bordeaux;33000;Nouvelle-Aquitaine;42;H;VIP;229;6.3;2026-01-18;141;Jardin
f69ba7077ec0223d9ffa;4b785f02ff3f2e1a867b;CAR-100404;Versailles;78000;Île-de-France;42;H;Occasionnel;39;0.9;2026-01-23;153;Jardin
8f83cd4f6b6909d34037;e0f831bd75993b78328f;CAR-100405;Boulogne;92100;Île-de-France;73;F;Occasionnel;79;1.6;2026-01-29;56;Hygiène-Beauté
c44d1545aca1b7a30445;6eb35aa530cb9b034307;CAR-100406;Boulogne;92100;Île-de-France;51;F;VIP;239;4.6;2026-03-24;38;Mode
b01698663d01d5fa03cc;9464f97f87c0e0819ed2;CAR-100407;Versailles;78000;Île-de-France;69;F;Occasionnel;60;0.9;2026-02-09;124;Maison
1fbceb23be8a1ead5570;7d1ee8abbbf97be8acfe;CAR-100408;Saint-Denis;93200;Île-de-France;25;F;Fidèle;115;3.7;2026-02-23;39;Bébé-Enfant
225456e7409f0505c287;03a41aa5f08f22408653;CAR-100409;Marseille;13008;PACA;47;F;Fidèle;137;2.2;2026-03-27;96;Bébé-Enfant
d5042454b035c2ee7755;295dbc76b0209e379894;CAR-100410;Lille;59000;Hauts-de-France;40;H;Fidèle;168;3.8;2026-03-08;5;Hygiène-Beauté
7a08324955bc9915fba3;c6a6e314c562c92bdb02;CAR-100411;Boulogne;92100;Île-de-France;50;H;Fidèle;99;2.2;2026-03-29;158;Maison
d91032c3b64cd05a89f3;d804ed5dcfe5a80d93fa;CAR-100412;Nice;06000;PACA;20;H;VIP;250;4.2;2025-12-15;10;Bébé-Enfant
e2108ae5942bbdbaaa52;a410d5e604c0d25a53b5;CAR-100413;Versailles;78000;Île-de-France;49;F;Occasionnel;70;1.8;2026-03-17;12;Maison
18f5da8119ff91c8d624;cc72cf8fdafbe5120450;CAR-100414;Paris;75012;Île-de-France;48;F;VIP;219;7.5;2026-02-02;166;Jardin
3bf53f1e747fdd30658c;a573717f9627349dd0d6;CAR-100415;Boulogne;92100;Île-de-France;34;F;VIP;204;6.6;2026-02-18;46;Mode
1d47023dda6a70d2a967;b570b0d0b46a746e4354;CAR-100416;Saint-Denis;93200;Île-de-France;47;H;Occasionnel;30;1.5;2025-12-23;131;Hygiène-Beauté
4900595321b1e8b2cd7e;d8cc461ffa97db809713;CAR-100417;Grenoble;38000;Auvergne-Rhône-Alpes;23;H;Occasionnel;58;1.3;2025-12-13;3;Maison
67f01ea93f6188877769;e3679fc0f7b1073f476c;CAR-100418;Lyon;69003;Auvergne-Rhône-Alpes;67;F;Fidèle;90;3.4;2025-12-03;26;Hygiène-Beauté
da0dc466041ddb24b1be;748a888de574f398a65c;CAR-100419;Lille;59000;Hauts-de-France;31;F;Occasionnel;67;1.7;2026-01-31;23;Jardin
317efd636b61ca2db6af;1c26bc3bf426a202b509;CAR-100420;Bordeaux;33000;Nouvelle-Aquitaine;49;H;Nouveau;32;0.7;2026-03-08;74;Hygiène-Beauté
35fd0bb78970ca4d8738;164c766308d21ae36bf8;CAR-100421;Bordeaux;33000;Nouvelle-Aquitaine;22;H;Occasionnel;42;0.9;2026-03-19;128;Maison
2af2b6231fb8033f6cc3;ed445b46dd18c0ec1231;CAR-100422;Saint-Denis;93200;Île-de-France;26;H;Occasionnel;71;1.7;2026-01-15;101;Hygiène-Beauté
d086b158177f22e2cbb5;997c984b4ff5dc2dcdf6;CAR-100423;Strasbourg;67000;Grand Est;67;H;Occasionnel;57;0.9;2026-01-19;71;Alimentaire
9138ef7701a12edd9a32;521069e588d7ea0daae7;CAR-100424;Rennes;35000;Bretagne;39;H;Occasionnel;43;1.3;2026-03-13;122;Mode
ef140a99ddc262906fdf;e960ed7c46493301f89a;CAR-100425;Boulogne;92100;Île-de-France;27;H;Fidèle;123;2.6;2026-03-29;43;Électronique
b6c24ed052b7d8e669e6;1e40d7848bfd406c55f7;CAR-100426;Paris;75012;Île-de-France;70;F;Fidèle;157;2.6;2026-02-02;160;Électronique
e438a2e78ee57ada293e;5499ad7e9a784e8885e8;CAR-100427;Montpellier;34000;Occitanie;44;H;Occasionnel;55;1.1;2026-02-07;79;Alimentaire
27074cd8c4de12963e61;4f3a56277afe4a1d6e1a;CAR-100428;Paris;75012;Île-de-France;19;H;Nouveau;26;0.7;2026-03-10;134;Hygiène-Beauté
ef78673d723bbf4ded20;dbe05aa940fec36b6129;CAR-100429;Versailles;78000;Île-de-France;60;F;Nouveau;32;1.1;2026-03-24;26;Maison
34235367bb5465f30a77;018e3dc7fe9dbd2cb7c9;CAR-100430;Marseille;13008;PACA;34;H;Occasionnel;52;1.5;2026-02-20;81;Alimentaire
f2648dfa1bb192013d27;0ce7220430d152133c24;CAR-100431;Rennes;35000;Bretagne;41;H;Fidèle;130;3.4;2026-03-10;91;Alimentaire
28676cc819ac9ca4a559;882b7e6432bf0503605e;CAR-100432;Lyon;69003;Auvergne-Rhône-Alpes;19;F;Fidèle;164;3.7;2026-02-09;35;Maison
9b82d9adb076bd434120;3416958a4d490ad6dfa2;CAR-100433;Nantes;44000;Pays de la Loire;34;H;Occasionnel;79;1.6;2026-01-21;21;Maison
6cad25c14173aa7bcd46;205a937e77b904e513a0;CAR-100434;Paris;75012;Île-de-France;52;H;Fidèle;78;2.5;2026-01-11;156;Bébé-Enfant
9b267903dde374d768e0;7c90270028af4f6922a2;CAR-100435;Nantes;44000;Pays de la Loire;27;F;Fidèle;157;2.1;2026-01-06;49;Électronique
9ba7482ebbb89d94a38c;d6402f80996ade303f61;CAR-100436;Montpellier;34000;Occitanie;54;F;Fidèle;124;3.9;2026-01-23;30;Électronique
e81f5b7d3bfa6e08ffab;c938bf26783df0f122d4;CAR-100437;Marseille;13008;PACA;27;F;Occasionnel;76;1.7;2026-01-16;132;Électronique
3a1b58e601ec0e18eaef;e87b6286a60d5b9fcff4;CAR-100438;Montpellier;34000;Occitanie;27;H;Occasionnel;71;1.0;2026-03-16;157;Bébé-Enfant
5041b3c6d0f30751ecda;5076086d7a7b0826e841;CAR-100439;Versailles;78000;Île-de-France;45;H;Occasionnel;53;1.3;2026-03-08;111;Mode
199e16e38af2d2d11ae9;eacf2a5f4b86168d4df7;CAR-100440;Nice;06000;PACA;31;F;Occasionnel;30;0.9;2025-12-27;119;Électronique
f6daafbf162439e003fc;54ee43204d28b6f47204;CAR-100441;Nantes;44000;Pays de la Loire;41;F;VIP;252;5.8;2026-02-15;175;Maison
1ec65689672b5517b4f2;84bb8552d8d7ebbe9133;CAR-100442;Paris;75012;Île-de-France;37;F;Occasionnel;47;1.2;2026-01-13;31;Maison
6c6213e2fe60c7e2369e;d5594b1f724639b7ae96;CAR-100443;Rennes;35000;Bretagne;27;F;Occasionnel;55;0.7;2026-02-03;73;Maison
30345ee544d910354070;8bbad71767cdcd2d098e;CAR-100444;Nice;06000;PACA;38;H;Nouveau;53;0.2;2025-12-28;166;Bébé-Enfant
4e8a03f3a0d049ceb1e9;029eb277199034253faa;CAR-100445;Marseille;13008;PACA;23;F;Nouveau;25;0.7;2025-12-25;68;Jardin
ade4589ed5a7b341ebf1;d8e1577bf671c0e12d62;CAR-100446;Saint-Denis;93200;Île-de-France;30;F;Occasionnel;37;1.0;2025-12-19;65;Jardin
ff92b6ebeecec1e7031c;cda67c0978f152349d5f;CAR-100447;Bordeaux;33000;Nouvelle-Aquitaine;34;H;Occasionnel;60;1.6;2026-01-25;174;Alimentaire
3057beeab1ef0a095d6e;f9adcebb84d81f81346b;CAR-100448;Bordeaux;33000;Nouvelle-Aquitaine;29;F;Occasionnel;48;1.7;2026-02-24;121;Mode
2e4622c73eea79a3a6e6;2caead259727bc36dac3;CAR-100449;Grenoble;38000;Auvergne-Rhône-Alpes;19;F;Occasionnel;44;0.6;2026-01-12;120;Mode
4afb31c1bad30edac4e0;7c4e3d2df66de5fead26;CAR-100450;Saint-Denis;93200;Île-de-France;60;F;Fidèle;117;3.1;2026-02-02;41;Électronique
0d843db910b0faefe04a;c11b06876fb92a227608;CAR-100451;Nice;06000;PACA;65;F;Occasionnel;64;1.1;2026-03-20;164;Électronique
d7a2c7581779341a2333;a8302deaf2c8a086af09;CAR-100452;Montpellier;34000;Occitanie;27;H;Occasionnel;43;0.9;2026-01-30;10;Hygiène-Beauté
469da1dbfb585736e75c;b67fa4afd22925ca1e51;CAR-100453;Strasbourg;67000;Grand Est;33;F;Occasionnel;52;0.5;2025-12-25;128;Hygiène-Beauté
6745deaa87a475822282;14f3fe044ec0e767ffe3;CAR-100454;Lyon;69003;Auvergne-Rhône-Alpes;41;H;Fidèle;91;2.2;2026-01-16;77;Hygiène-Beauté
566765a538922f8fd433;4b03255eff7c828d24bb;CAR-100455;Lille;59000;Hauts-de-France;42;F;Occasionnel;56;1.4;2026-01-09;30;Jardin
d05d95a6ea7cffa5fd2d;8504a085f98ac339b9e3;CAR-100456;Saint-Denis;93200;Île-de-France;34;F;Nouveau;54;0.8;2025-12-02;118;Hygiène-Beauté
ab311af6d73e16fb60fd;d3c1ec900cf47dd1ae4c;CAR-100457;Boulogne;92100;Île-de-France;38;H;Nouveau;20;0.4;2026-03-18;101;Mode
c7eadb65625e4a850931;e568ef55f6dfdb8ce1de;CAR-100458;Lyon;69003;Auvergne-Rhône-Alpes;28;H;Occasionnel;42;1.4;2026-01-13;149;Jardin
4c5082677684c7a9e191;70abd370846b9511bfcb;CAR-100459;Paris;75012;Île-de-France;30;F;Fidèle;116;3.3;2025-12-25;156;Bébé-Enfant
ae3f98dca6a615246ccf;0298e39263c3a111660f;CAR-100460;Grenoble;38000;Auvergne-Rhône-Alpes;58;F;Occasionnel;42;0.9;2025-12-03;54;Maison
b2ee8b9593c703a833f6;cfd6efd18e9e3b77b820;CAR-100461;Versailles;78000;Île-de-France;40;H;Fidèle;78;2.5;2026-03-08;121;Mode
ddb61a0d342a77608a15;6de311376814c11d4a37;CAR-100462;Montpellier;34000;Occitanie;21;F;Occasionnel;40;0.5;2026-02-06;136;Électronique
6122b39996a9054f7a2c;1583aeb36ea68f19968f;CAR-100463;Strasbourg;67000;Grand Est;42;H;Occasionnel;56;1.6;2025-12-29;9;Électronique
3c2116c111b4713f2265;46e6de4014a61a02a765;CAR-100464;Montpellier;34000;Occitanie;55;F;Fidèle;112;2.7;2026-02-02;112;Bébé-Enfant
1a47cb79601cab67da51;0aa3f2ea7f49ee1cc308;CAR-100465;Lille;59000;Hauts-de-France;37;F;Fidèle;108;2.2;2026-03-12;65;Bébé-Enfant
a35cc3c8a8b27f9fb0c7;54ab200462dae1beb8a2;CAR-100466;Versailles;78000;Île-de-France;31;F;Fidèle;87;2.9;2026-02-25;90;Maison
5825ff99bf85eb2c9020;bf9ad92933008a3d23cd;CAR-100467;Strasbourg;67000;Grand Est;30;F;Occasionnel;58;0.6;2026-02-22;9;Hygiène-Beauté
8d455781670405795b4a;cbb76270878a335314f3;CAR-100468;Grenoble;38000;Auvergne-Rhône-Alpes;40;F;Nouveau;38;0.6;2026-02-02;175;Maison
4d307d3b5e33dfc41c80;b8cfe50844c8aa6a274b;CAR-100469;Nice;06000;PACA;63;F;Fidèle;93;2.5;2026-02-20;40;Mode
271b5e9a421f52dfcdae;ce4356f548519264120c;CAR-100470;Lille;59000;Hauts-de-France;26;H;VIP;273;7.5;2026-01-07;42;Mode
acf3c9d540954daf2ee3;03bcc45dc25a8ab09c8a;CAR-100471;Marseille;13008;PACA;50;H;Occasionnel;53;0.8;2026-01-28;100;Alimentaire
33f4dfaefe1fdc7a3cee;60b26a189b683d4316ed;CAR-100472;Lyon;69003;Auvergne-Rhône-Alpes;20;H;Occasionnel;44;1.4;2026-01-06;53;Maison
5ce6fd0d21ea6ddeccb0;1cd88637d04dba9852d5;CAR-100473;Toulouse;31000;Occitanie;30;F;Fidèle;156;3.6;2026-02-12;173;Alimentaire
d6ff91deeba6ecae730a;cceab42055a9006426be;CAR-100474;Lyon;69003;Auvergne-Rhône-Alpes;42;F;Fidèle;117;3.9;2025-12-18;17;Électronique
ccc0698f9497caa516fa;3a416ae08fab498ab1f6;CAR-100475;Grenoble;38000;Auvergne-Rhône-Alpes;24;F;Occasionnel;46;1.8;2026-01-31;48;Alimentaire
0eb110d553627f43db9d;23fd4b85c0150424a611;CAR-100476;Marseille;13008;PACA;52;F;Nouveau;25;1.4;2026-01-23;80;Alimentaire
56a8c8a11c149404bd1f;d51272984b544ce038ab;CAR-100477;Versailles;78000;Île-de-France;52;H;Fidèle;149;2.2;2026-01-08;21;Hygiène-Beauté
8afdfa29386bb5087876;4978c336f22fb1940446;CAR-100478;Paris;75012;Île-de-France;25;H;Fidèle;85;3.2;2026-01-15;113;Bébé-Enfant
95806ed7e7c371f12089;f8adfbe43bc37ea700a2;CAR-100479;Bordeaux;33000;Nouvelle-Aquitaine;37;H;Nouveau;32;1.5;2025-12-24;107;Mode
0e53b651d6ef18d80434;58ae5fc5377e971479cd;CAR-100480;Toulouse;31000;Occitanie;24;F;Fidèle;117;3.9;2026-02-15;73;Jardin
23ffc365de92549dacb9;8d0103c1fd5e49243d8a;CAR-100481;Strasbourg;67000;Grand Est;62;F;Occasionnel;58;1.2;2026-01-29;129;Hygiène-Beauté
9ff7896842307729188f;c70731617001117f17d1;CAR-100482;Marseille;13008;PACA;31;H;Fidèle;161;2.9;2026-03-06;30;Bébé-Enfant
510771576e8bb99b1da2;34e126d631fdfb58d091;CAR-100483;Toulouse;31000;Occitanie;61;H;Fidèle;139;2.9;2026-01-16;175;Hygiène-Beauté
0e387833425fd254cb70;59f6094bd6d369df7767;CAR-100484;Strasbourg;67000;Grand Est;50;F;Fidèle;173;2.3;2026-01-29;170;Mode
622b2a3f794b97488bb3;75d935efe4b3ae613080;CAR-100485;Grenoble;38000;Auvergne-Rhône-Alpes;57;H;Occasionnel;46;1.1;2026-02-13;83;Électronique
96cfc6027105c86e8ee0;33515efb36fb1607a830;CAR-100486;Montpellier;34000;Occitanie;52;F;Fidèle;125;3.9;2025-12-17;38;Électronique
f1f09816fe98683b2d98;8049f21d6d231be656c8;CAR-100487;Lille;59000;Hauts-de-France;33;H;Occasionnel;75;0.9;2026-02-04;100;Maison
c68aa0312c3e001baa7e;f1a117dc5488e808d77e;CAR-100488;Lille;59000;Hauts-de-France;33;H;Occasionnel;43;0.7;2025-12-28;125;Jardin
e29f88ff9d167bc203af;095b9db3c32d2a53034c;CAR-100489;Nice;06000;PACA;37;H;Occasionnel;72;1.2;2026-01-14;99;Alimentaire
bcbcc6964b5917e4a37f;6096ee31c7b0e4562faf;CAR-100490;Lyon;69003;Auvergne-Rhône-Alpes;40;H;VIP;267;5.8;2026-02-17;108;Bébé-Enfant
47c3b6a3b856db63e373;7e9a22d18f7537fd9ed4;CAR-100491;Versailles;78000;Île-de-France;59;H;Fidèle;150;2.2;2026-01-05;69;Mode
ebf6f34a2d2e98d7ff39;74475a88f7bdb4ff6f26;CAR-100492;Lille;59000;Hauts-de-France;36;F;Occasionnel;31;1.7;2025-12-11;95;Bébé-Enfant
